,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,PK,PKatt,Team
4,2021-09-07,20:00,WCQ,First round,Tue,Away,W,3,0,az Azerbaijan,,,67.0,20574.0,João Moutinho,4-3-3,Marco Guida,Match Report,,21.0,7.0,,0,0,Portugal
5,2021-10-12,19:45,WCQ,First round,Tue,Home,W,5,0,lu Luxembourg,,,55.0,18553.0,Cristiano Ronaldo,4-3-3,Benoît Bastien,Match Report,,21.0,11.0,,2,2,Portugal
6,2021-11-11,19:45,WCQ,First round,Thu,Away,D,0,0,ie Rep. of Ireland,,,51.0,50737.0,Cristiano Ronaldo,4-3-3,Jesús Gil,Match Report,,12.0,3.0,,0,0,Portugal
7,2021-11-14,19:45,WCQ,First round,Sun,Home,L,1,2,rs Serbia,,,43.0,58873.0,Cristiano Ronaldo,4-3-3,Daniele Orsato,Match Report,,9.0,3.0,,0,0,Portugal
8,2022-03-24,19:45,WCQ,Semi-finals,Thu,Home,W,3,1,tr Türkiye,,,60.0,48010.0,Cristiano Ronaldo,4-3-3,Daniel Siebert,Match Report,,16.0,8.0,,0,0,Portugal
9,2022-03-29,19:45,WCQ,Finals,Tue,Home,W,2,0,mk N. Macedonia,,,64.0,48010.0,Cristiano Ronaldo,4-3-3,Anthony Taylor,Match Report,,11.0,3.0,,0,0,Portugal
11,2022-11-24,19:00,World Cup,Group stage,Thu,Neutral,W,3,2,gh Ghana,2.0,0.9,62.0,42662.0,Cristiano Ronaldo,4-3-3,Ismail Elfath,Match Report,,10.0,4.0,18.4,1,1,Portugal
12,2022-11-28,22:00,World Cup,Group stage,Mon,Neutral,W,2,0,uy Uruguay,1.3,1.3,59.0,88668.0,Cristiano Ronaldo,4-1-2-1-2◆,Alireza Faghani,Match Report,,14.0,2.0,25.9,1,1,Portugal
13,2022-12-02,18:00,World Cup,Group stage,Fri,Neutral,L,1,2,kr Korea Republic,1.3,1.7,61.0,44097.0,Cristiano Ronaldo,4-3-3,Facundo Tello,Match Report,,13.0,6.0,20.9,0,0,Portugal
14,2022-12-06,22:00,World Cup,Round of 16,Tue,Neutral,W,6,1,ch Switzerland,2.3,1.1,47.0,83720.0,Pepe,4-3-3,César Arturo Ramos,Match Report,,15.0,9.0,14.4,0,0,Portugal
15,2022-12-10,18:00,World Cup,Quarter-finals,Sat,Neutral,L,0,1,ma Morocco,0.9,1.4,73.0,44198.0,Pepe,4-3-3,Facundo Tello,Match Report,,12.0,3.0,16.2,0,0,Portugal
0,2019-03-22,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,D,0,0,ua Ukraine,,,59.0,58355.0,Cristiano Ronaldo,4-1-4-1,Clément Turpin,Match Report,,18.0,7.0,,0,0,Portugal
1,2019-03-25,19:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,1,1,rs Serbia,,,70.0,50342.0,Cristiano Ronaldo,4-3-3,Szymon Marciniak,Match Report,,28.0,6.0,,0,0,Portugal
2,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,4,2,rs Serbia,,,56.0,39839.0,Cristiano Ronaldo,4-3-3,Cüneyt Çakιr,Match Report,,14.0,4.0,,0,0,Portugal
3,2019-09-10,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,5,1,lt Lithuania,,,66.0,5067.0,Cristiano Ronaldo,4-3-3,Scott Parker,Match Report,,29.0,14.0,,1,1,Portugal
4,2019-10-11,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,3,0,lu Luxembourg,,,61.0,47305.0,Cristiano Ronaldo,4-3-3,Daniel Stefański,Match Report,,22.0,10.0,,0,0,Portugal
5,2019-10-14,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,L,1,2,ua Ukraine,,,59.0,65883.0,Cristiano Ronaldo,4-1-4-1,Anthony Taylor,Match Report,,24.0,10.0,,1,1,Portugal
6,2019-11-14,19:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,6,0,lt Lithuania,,,71.0,18534.0,Cristiano Ronaldo,4-2-3-1,Ruddy Buquet,Match Report,,32.0,13.0,,1,1,Portugal
7,2019-11-17,15:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,lu Luxembourg,,,62.0,8000.0,Rúben Dias,4-1-4-1,Jesús Gil,Match Report,,12.0,4.0,,0,0,Portugal
10,2021-06-15,18:00,UEFA Euro,Group stage,Tue,Neutral,W,3,0,hu Hungary,2.5,0.2,69.0,55662.0,Cristiano Ronaldo,4-2-3-1,Cüneyt Çakιr,Match Report,,10.0,6.0,15.2,1,1,Portugal
11,2021-06-19,18:00,UEFA Euro,Group stage,Sat,Neutral,L,2,4,de Germany,2.0,2.6,43.0,12926.0,Cristiano Ronaldo,4-1-4-1,Anthony Taylor,Match Report,,7.0,2.0,15.8,0,0,Portugal
12,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2,2,fr France,1.9,1.9,48.0,54886.0,Cristiano Ronaldo,4-1-4-1,Antonio Matéu Lahoz,Match Report,,8.0,3.0,24.0,2,2,Portugal
13,2021-06-27,21:00,UEFA Euro,Round of 16,Sun,Neutral,L,0,1,be Belgium,1.4,0.2,57.0,11504.0,Cristiano Ronaldo,4-3-3,Felix Brych,Match Report,,23.0,4.0,21.1,0,0,Portugal
0,2020-09-05,19:45,UEFA Nations League,League A,Sat,Home,W,4,1,hr Croatia,,,57.0,,João Moutinho,4-3-3,Davide Massa,Match Report,,26.0,10.0,,0,0,Portugal
1,2020-09-08,20:45,UEFA Nations League,League A,Tue,Away,W,2,0,se Sweden,,,67.0,,Cristiano Ronaldo,4-3-3,Danny Makkelie,Match Report,,21.0,9.0,,0,0,Portugal
2,2020-10-11,20:45,UEFA Nations League,League A,Sun,Away,D,0,0,fr France,,,51.0,1000.0,Cristiano Ronaldo,4-3-3,Carlos del Cerro,Match Report,,10.0,3.0,,0,0,Portugal
3,2020-10-14,19:45,UEFA Nations League,League A,Wed,Home,W,3,0,se Sweden,,,49.0,5000.0,Pepe,4-1-4-1,Srđan Jovanović,Match Report,,17.0,6.0,,0,0,Portugal
4,2020-11-14,19:45,UEFA Nations League,League A,Sat,Home,L,0,1,fr France,,,50.0,,Cristiano Ronaldo,4-2-3-1,Tobias Stieler,Match Report,,18.0,6.0,,0,0,Portugal
5,2020-11-17,20:45,UEFA Nations League,League A,Tue,Away,W,3,2,hr Croatia,,,60.0,,Cristiano Ronaldo,4-3-3,Michael Oliver,Match Report,,17.0,8.0,,0,0,Portugal
0,2023-03-25,21:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,2.0,1.0,am Armenia,,,59.0,14125.0,Hakan Çalhanoğlu,3-4-3,José Sánchez,Match Report,,12.0,4.0,,0,0,Turkiye
1,2023-03-28,21:45,UEFA Euro Qualifying,Group stage,Tue,Home,L,0.0,2.0,hr Croatia,,,46.0,37750.0,Hakan Çalhanoğlu,4-2-3-1,Andreas Ekberg,Match Report,,18.0,5.0,,0,0,Turkiye
2,2023-06-16,21:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,3.0,2.0,lv Latvia,,,69.0,6287.0,Hakan Çalhanoğlu,4-2-3-1,Tamás Bognár,Match Report,,20.0,7.0,,0,0,Turkiye
3,2023-06-19,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,2.0,0.0,wls Wales,,,77.0,28766.0,Hakan Çalhanoğlu,4-3-3,Fabio Maresca,Match Report,,14.0,5.0,,0,1,Turkiye
4,2023-09-08,21:45,UEFA Euro Qualifying,Group stage,Fri,Home,D,1.0,1.0,am Armenia,,,66.0,31740.0,Hakan Çalhanoğlu,4-1-4-1,Daniele Orsato,Match Report,,19.0,8.0,,0,0,Turkiye
5,2023-10-12,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,1.0,0.0,hr Croatia,,,37.0,12812.0,Hakan Çalhanoğlu,4-2-3-1,Anthony Taylor,Match Report,,14.0,6.0,,0,0,Turkiye
6,2023-10-15,21:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,4.0,0.0,lv Latvia,,,68.0,35925.0,Hakan Çalhanoğlu,4-1-4-1,Enea Jorgji,Match Report,,18.0,8.0,,0,0,Turkiye
7,2023-11-21,19:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,1.0,1.0,wls Wales,,,61.0,32291.0,Uğurcan Çakır,4-1-4-1,Matej Jug,Match Report,,9.0,2.0,,1,1,Turkiye
12,2024-06-18,18:00,UEFA Euro,Group stage,Tue,Home,W,3.0,1.0,ge Georgia,3.0,1.4,56.0,59127.0,Hakan Çalhanoğlu,4-2-3-1,Facundo Tello,Match Report,,22.0,8.0,22.0,0,0,Turkiye
13,2024-06-22,18:00,UEFA Euro,Group stage,Sat,Home,L,0.0,3.0,pt Portugal,0.7,1.9,43.0,61047.0,Hakan Çalhanoğlu,4-2-3-1,Felix Zwayer,Match Report,,11.0,3.0,23.7,0,0,Turkiye
14,2024-06-26,21:00,UEFA Euro,Group stage,Wed,Away,W,2.0,1.0,cz Czechia,1.4,1.6,67.0,47683.0,Hakan Çalhanoğlu,4-2-3-1,István Kovács,Match Report,,18.0,5.0,17.0,0,0,Turkiye
0,2022-06-04,21:45,UEFA Nations League,League C,Sat,Home,W,4,0,fo Faroe Islands,,,77.0,9515.0,Hakan Çalhanoğlu,4-4-2,Trustin Farrugia Cann,Match Report,,17.0,9.0,,0,0,Turkiye
1,2022-06-07,21:45,UEFA Nations League,League C,Tue,Away,W,6,0,lt Lithuania,,,66.0,2843.0,Hakan Çalhanoğlu,4-4-1-1,Novak Simović,Match Report,,24.0,14.0,,1,1,Turkiye
2,2022-06-11,20:45,UEFA Nations League,League C,Sat,Away,W,2,0,lu Luxembourg,,,52.0,9374.0,Hakan Çalhanoğlu,4-2-3-1,António Nobre,Match Report,,10.0,6.0,,1,1,Turkiye
3,2022-06-14,21:45,UEFA Nations League,League C,Tue,Home,W,2,0,lt Lithuania,,,75.0,14694.0,Hakan Çalhanoğlu,4-4-1-1,Stéphanie Frappart,Match Report,,37.0,12.0,,1,2,Turkiye
4,2022-09-22,21:45,UEFA Nations League,League C,Thu,Home,D,3,3,lu Luxembourg,,,62.0,12708.0,Çağlar Söyüncü,4-4-2,Tobias Stieler,Match Report,,25.0,10.0,,1,1,Turkiye
5,2022-09-25,19:45,UEFA Nations League,League C,Sun,Away,L,1,2,fo Faroe Islands,,,65.0,2056.0,Kaan Ayhan,4-4-2,Serhiy Boiko,Match Report,,11.0,3.0,,0,0,Turkiye
0,2021-03-24,20:00,WCQ,First round,Wed,Home,W,4,2,nl Netherlands,,,34.0,,Burak Yılmaz,4-1-4-1,Michael Oliver,Match Report,,8.0,5.0,,1,1,Turkiye
1,2021-03-27,18:00,WCQ,First round,Sat,Away,W,3,0,no Norway,,,42.0,,Burak Yılmaz,4-4-2,Alejandro Hernández,Match Report,,10.0,3.0,,0,0,Turkiye
2,2021-03-30,21:45,WCQ,First round,Tue,Home,D,3,3,lv Latvia,,,64.0,223.0,Burak Yılmaz,4-1-4-1,Daniel Stefański,Match Report,,17.0,8.0,,1,1,Turkiye
3,2021-09-01,21:45,WCQ,First round,Wed,Home,D,2,2,me Montenegro,,,61.0,12472.0,Burak Yılmaz,4-1-4-1,Benoît Bastien,Match Report,,15.0,5.0,,0,0,Turkiye
4,2021-09-04,20:45,WCQ,First round,Sat,Away,W,3,0,gi Gibraltar,,,75.0,702.0,Kaan Ayhan,4-4-2,Kristo Tohver,Match Report,,21.0,9.0,,0,1,Turkiye
5,2021-09-07,20:45,WCQ,First round,Tue,Away,L,1,6,nl Netherlands,,,33.0,31389.0,Burak Yılmaz,4-4-1-1,Daniele Orsato,Match Report,,10.0,2.0,,0,0,Turkiye
6,2021-10-08,21:45,WCQ,First round,Fri,Home,D,1,1,no Norway,,,53.0,21408.0,Burak Yılmaz,4-2-3-1,Felix Brych,Match Report,,10.0,2.0,,0,0,Turkiye
7,2021-10-11,21:45,WCQ,First round,Mon,Away,W,2,1,lv Latvia,,,68.0,2453.0,Burak Yılmaz,4-1-4-1,Andreas Ekberg,Match Report,,23.0,9.0,,1,1,Turkiye
8,2021-11-13,20:00,WCQ,First round,Sat,Home,W,6,0,gi Gibraltar,,,78.0,8895.0,Burak Yılmaz,4-1-4-1,Serhiy Boiko,Match Report,,36.0,15.0,,0,0,Turkiye
9,2021-11-16,20:45,WCQ,First round,Tue,Away,W,2,1,me Montenegro,,,73.0,2885.0,Burak Yılmaz,4-3-2-1,Daniel Siebert,Match Report,,16.0,8.0,,0,0,Turkiye
10,2022-03-24,19:45,WCQ,Semi-finals,Thu,Away,L,1,3,pt Portugal,,,41.0,48010.0,Burak Yılmaz,4-4-2,Daniel Siebert,Match Report,,12.0,5.0,,0,1,Turkiye
0,2019-03-22,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,2,0,al Albania,,,46.0,11730.0,Emre Belözoğlu,3-4-1-2,Tobias Stieler,Match Report,,3.0,2.0,,0,0,Turkiye
1,2019-03-25,20:00,UEFA Euro Qualifying,Group stage,Mon,Home,W,4,0,md Moldova,,,59.0,29456.0,Burak Yılmaz,4-1-4-1,Serhiy Boiko,Match Report,,19.0,10.0,,0,1,Turkiye
2,2019-06-08,21:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,0,fr France,,,37.0,36783.0,Burak Yılmaz,4-2-3-1,Damir Skomina,Match Report,,11.0,6.0,,0,0,Turkiye
3,2019-06-11,18:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,1,2,is Iceland,,,67.0,9680.0,Burak Yılmaz,4-2-3-1,Szymon Marciniak,Match Report,,10.0,3.0,,0,0,Turkiye
4,2019-09-07,21:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,1,0,ad Andorra,,,84.0,42600.0,Emre Belözoğlu,4-2-3-1,Donald Robertson,Match Report,,27.0,9.0,,0,0,Turkiye
5,2019-09-10,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,4,0,md Moldova,,,75.0,8281.0,Cenk Tosun,4-2-3-1,Davide Massa,Match Report,,18.0,7.0,,0,0,Turkiye
6,2019-10-11,21:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,1,0,al Albania,,,59.0,41438.0,Emre Belözoğlu,4-3-3,Ovidiu Hațegan,Match Report,,15.0,6.0,,0,0,Turkiye
7,2019-10-14,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,1,1,fr France,,,36.0,72154.0,Burak Yılmaz,4-1-4-1,Felix Brych,Match Report,,5.0,1.0,,0,0,Turkiye
8,2019-11-14,20:00,UEFA Euro Qualifying,Group stage,Thu,Home,D,0,0,is Iceland,,,63.0,48329.0,Burak Yılmaz,4-3-3,Anthony Taylor,Match Report,,12.0,3.0,,0,0,Turkiye
9,2019-11-17,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,ad Andorra,,,81.0,2357.0,Hakan Çalhanoğlu,3-5-2,Ivan Kružliak,Match Report,,14.0,4.0,,1,1,Turkiye
13,2021-06-11,21:00,UEFA Euro,Group stage,Fri,Neutral,L,0,3,it Italy,0.6,1.9,36.0,12916.0,Burak Yılmaz,4-1-4-1,Danny Makkelie,Match Report,,3.0,0.0,13.8,0,0,Turkiye
14,2021-06-16,20:00,UEFA Euro,Group stage,Wed,Neutral,L,0,2,wls Wales,1.2,3.5,62.0,19762.0,Burak Yılmaz,4-1-4-1,Artur Soares Dias,Match Report,,18.0,5.0,16.2,0,0,Turkiye
15,2021-06-20,20:00,UEFA Euro,Group stage,Sun,Neutral,L,1,3,ch Switzerland,1.2,2.1,49.0,17138.0,Burak Yılmaz,4-1-4-1,Slavko Vinčič,Match Report,,19.0,6.0,22.0,0,0,Turkiye
0,2023-03-28,20:00,UEFA Euro Qualifying,Group stage,Tue,Home,D,1,1,no Norway,,,34.0,20300.0,Guram Kashia,5-3-2,Andris Treimanis,Match Report,,15.0,3.0,,0,0,Georgia
1,2023-06-17,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,1,cy Cyprus,,,55.0,3763.0,Guram Kashia,3-5-2,Fábio Veríssimo,Match Report,,19.0,5.0,,0,0,Georgia
2,2023-06-20,19:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,2,sct Scotland,,,49.0,50062.0,Guram Kashia,4-4-1-1,István Vad II,Match Report,,9.0,0.0,,0,1,Georgia
3,2023-09-08,20:00,UEFA Euro Qualifying,Group stage,Fri,Home,L,1,7,es Spain,,,28.0,51694.0,Guram Kashia,4-4-2,Daniel Siebert,Match Report,,5.0,2.0,,0,0,Georgia
4,2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,1,2,no Norway,,,38.0,23665.0,Guram Kashia,5-3-2,Nikola Dabanović,Match Report,,7.0,2.0,,0,0,Georgia
5,2023-10-15,17:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,4,0,cy Cyprus,,,60.0,15871.0,Guram Kashia,5-3-2,Robert Jones,Match Report,,12.0,5.0,,1,1,Georgia
6,2023-11-16,21:00,UEFA Euro Qualifying,Group stage,Thu,Home,D,2,2,sct Scotland,,,36.0,44595.0,Guram Kashia,5-3-2,Aleksandar Stavrev,Match Report,,8.0,6.0,,0,0,Georgia
7,2023-11-19,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,L,1,3,es Spain,,,24.0,24146.0,Guram Kashia,5-3-2,Ovidiu Hațegan,Match Report,,8.0,1.0,,0,0,Georgia
8,2024-03-21,21:00,UEFA Euro Qualifying,Semi-finals,Thu,Home,W,2,0,lu Luxembourg,,,56.0,,Guram Kashia,5-3-2,José Sánchez,Match Report,,13.0,4.0,,0,0,Georgia
9,2024-03-26,21:00,UEFA Euro Qualifying,Finals,Tue,Home,D,0 (4),0 (2),gr Greece,,,36.0,,Guram Kashia,3-1-4-2,Szymon Marciniak,Match Report,Georgia won on penalty kicks following extra time,16.0,3.0,,0,0,Georgia
11,2024-06-18,18:00,UEFA Euro,Group stage,Tue,Away,L,1,3,tr Türkiye,1.4,3.0,44.0,59127.0,Guram Kashia,3-5-2,Facundo Tello,Match Report,,14.0,4.0,14.8,0,0,Georgia
12,2024-06-22,15:00,UEFA Euro,Group stage,Sat,Home,D,1,1,cz Czechia,1.1,3.0,38.0,46524.0,Guram Kashia,3-4-3,Daniel Siebert,Match Report,,4.0,0.0,24.3,1,1,Georgia
13,2024-06-26,21:00,UEFA Euro,Group stage,Wed,Home,W,2,0,pt Portugal,1.6,2.0,27.0,49616.0,Guram Kashia,5-3-2,Sandro Schärer,Match Report,,6.0,2.0,17.6,1,1,Georgia
0,2022-06-02,20:00,UEFA Nations League,League C,Thu,Home,W,4,0,gi Gibraltar,,,69.0,43412.0,Guram Kashia,3-5-1-1,Morten Krogh,Match Report,,27.0,12.0,,0,0,Georgia
1,2022-06-05,21:45,UEFA Nations League,League C,Sun,Away,W,5,2,bg Bulgaria,,,40.0,3600.0,Guram Kashia,3-5-1-1,Fabio Maresca,Match Report,,18.0,7.0,,1,2,Georgia
2,2022-06-09,20:45,UEFA Nations League,League C,Thu,Away,W,3,0,mk N. Macedonia,,,38.0,10775.0,Guram Kashia,3-5-1-1,Roi Reinshreiber,Match Report,,11.0,6.0,,0,0,Georgia
3,2022-06-12,20:00,UEFA Nations League,League C,Sun,Home,D,0,0,bg Bulgaria,,,62.0,54200.0,Guram Kashia,4-4-2,Espen Andreas Eskås,Match Report,,16.0,2.0,,0,0,Georgia
4,2022-09-23,20:00,UEFA Nations League,League C,Fri,Home,W,2,0,mk N. Macedonia,,,34.0,54200.0,Guram Kashia,3-4-3,Ivan Kružliak,Match Report,,8.0,2.0,,0,0,Georgia
5,2022-09-26,20:45,UEFA Nations League,League C,Mon,Away,W,2,1,gi Gibraltar,,,70.0,1199.0,Guram Kashia,3-4-3,Robert Harvey,Match Report,,21.0,9.0,,1,1,Georgia
0,2021-03-25,20:45,WCQ,First round,Thu,Away,L,0,1,se Sweden,,,45.0,,Jaba Kankava,4-2-3-1,Benoît Bastien,Match Report,,8.0,3.0,,0,0,Georgia
1,2021-03-28,20:00,WCQ,First round,Sun,Home,L,1,2,es Spain,,,21.0,,Jaba Kankava,4-2-3-1,Radu Petrescu,Match Report,,5.0,2.0,,0,0,Georgia
2,2021-03-31,21:45,WCQ,First round,Wed,Away,D,1,1,gr Greece,,,44.0,,Jaba Kankava,4-2-3-1,Szymon Marciniak,Match Report,,10.0,4.0,,0,0,Georgia
3,2021-09-02,20:00,WCQ,First round,Thu,Home,L,0,1,xk Kosovo,,,59.0,122.0,Jaba Kankava,4-2-3-1,Mykola Balakin,Match Report,,13.0,2.0,,0,0,Georgia
4,2021-09-05,20:45,WCQ,First round,Sun,Away,L,0,4,es Spain,,,25.0,8444.0,Jaba Kankava,4-2-3-1,Tiago Martins,Match Report,,4.0,2.0,,0,0,Georgia
5,2021-10-09,20:00,WCQ,First round,Sat,Home,L,0,2,gr Greece,,,45.0,,Jaba Kankava,4-2-3-1,Donatas Rumšas,Match Report,,3.0,2.0,,0,0,Georgia
6,2021-10-12,20:45,WCQ,First round,Tue,Away,W,2,1,xk Kosovo,,,46.0,3550.0,Guram Kashia,4-2-3-1,Paweł Raczkowski,Match Report,,6.0,3.0,,0,0,Georgia
7,2021-11-11,21:00,WCQ,First round,Thu,Home,W,2,0,se Sweden,,,41.0,6800.0,Guram Kashia,3-4-3,Serdar Gözübüyük,Match Report,,10.0,6.0,,0,0,Georgia
0,2019-03-23,18:00,UEFA Euro Qualifying,Group stage,Sat,Home,L,0,2,ch Switzerland,,,36.0,49207.0,Jaba Kankava,4-1-4-1,Craig Pawson,Match Report,,6.0,1.0,,0,0,Georgia
1,2019-03-26,19:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,1,ie Rep. of Ireland,,,51.0,40317.0,Jaba Kankava,4-1-4-1,Serdar Gözübüyük,Match Report,,14.0,1.0,,0,0,Georgia
2,2019-06-07,20:00,UEFA Euro Qualifying,Group stage,Fri,Home,W,3,0,gi Gibraltar,,,75.0,17357.0,Jaba Kankava,4-2-3-1,Antti Munukka,Match Report,,23.0,12.0,,1,1,Georgia
3,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,L,1,5,dk Denmark,,,31.0,15387.0,Jaba Kankava,4-3-1-2,Robert Schörgenhofer,Match Report,,9.0,2.0,,0,0,Georgia
4,2019-09-08,20:00,UEFA Euro Qualifying,Group stage,Sun,Home,D,0,0,dk Denmark,,,40.0,21456.0,Guram Kashia,4-2-3-1,François Letexier,Match Report,,7.0,1.0,,0,0,Georgia
5,2019-10-12,17:00,UEFA Euro Qualifying,Group stage,Sat,Home,D,0,0,ie Rep. of Ireland,,,56.0,24385.0,Jaba Kankava,4-2-3-1,Marco Guida,Match Report,,14.0,0.0,,0,0,Georgia
6,2019-10-15,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,3,2,gi Gibraltar,,,66.0,1455.0,Jaba Kankava,4-2-3-1,Paolo Valeri,Match Report,,19.0,6.0,,0,0,Georgia
7,2019-11-15,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,0,1,ch Switzerland,,,32.0,16400.0,Jaba Kankava,4-2-3-1,Danny Makkelie,Match Report,,14.0,5.0,,0,0,Georgia
8,2020-10-08,20:00,UEFA Euro Qualifying,Semi-finals,Thu,Home,W,1,0,by Belarus,,,49.0,,Jaba Kankava,4-2-3-1,Cüneyt Çakιr,Match Report,,7.0,6.0,,1,1,Georgia
9,2020-11-12,21:00,UEFA Euro Qualifying,Finals,Thu,Home,L,0,1,mk N. Macedonia,,,56.0,,Jaba Kankava,4-2-3-1,Anthony Taylor,Match Report,,11.0,2.0,,0,0,Georgia
0,2023-03-24,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,3,1,pl Poland,,,36.0,19045.0,Tomáš Souček,3-4-3,Anastasios Sidiropoulos,Match Report,,8.0,6.0,,0,0,Czechia
1,2023-03-27,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,0,0,md Moldova,,,68.0,5120.0,Tomáš Souček,3-4-3,Daniel Schlager,Match Report,,16.0,3.0,,0,0,Czechia
2,2023-06-17,19:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,0,fo Faroe Islands,,,60.0,2232.0,Tomáš Souček,4-2-3-1,Arda Kardeşler,Match Report,,19.0,5.0,,0,0,Czechia
3,2023-09-07,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,D,1,1,al Albania,,,57.0,18641.0,Tomáš Souček,3-4-3,Anthony Taylor,Match Report,,12.0,4.0,,0,0,Czechia
4,2023-10-12,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,3,al Albania,,,64.0,20917.0,Tomáš Souček,3-4-3,Danny Makkelie,Match Report,,13.0,7.0,,0,0,Czechia
5,2023-10-15,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,1,0,fo Faroe Islands,,,71.0,9115.0,Tomáš Souček,4-2-3-1,Rohit Saggi,Match Report,,29.0,7.0,,1,1,Czechia
6,2023-11-17,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,D,1,1,pl Poland,,,39.0,56310.0,Tomáš Souček,3-4-1-2,Daniele Orsato,Match Report,,15.0,3.0,,0,0,Czechia
7,2023-11-20,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3,0,md Moldova,,,55.0,11653.0,Tomáš Souček,3-4-1-2,Sandro Schärer,Match Report,,22.0,7.0,,0,0,Czechia
12,2024-06-18,21:00,UEFA Euro,Group stage,Tue,Away,L,1,2,pt Portugal,0.4,1.9,27.0,38421.0,Tomáš Souček,3-1-4-2,Marco Guida,Match Report,,5.0,1.0,18.9,0,0,Czechia
13,2024-06-22,15:00,UEFA Euro,Group stage,Sat,Away,D,1,1,ge Georgia,3.0,1.1,62.0,46524.0,Tomáš Souček,3-4-3,Daniel Siebert,Match Report,,27.0,12.0,16.6,0,0,Czechia
14,2024-06-26,21:00,UEFA Euro,Group stage,Wed,Home,L,1,2,tr Türkiye,1.6,1.4,33.0,47683.0,Tomáš Souček,3-4-3,István Kovács,Match Report,,12.0,6.0,15.1,0,0,Czechia
0,2022-06-02,20:45,UEFA Nations League,League A,Thu,Home,W,2,1,ch Switzerland,,,38.0,12236.0,Tomáš Souček,3-4-3,Daniel Siebert,Match Report,,8.0,3.0,,0,0,Czechia
1,2022-06-05,20:45,UEFA Nations League,League A,Sun,Home,D,2,2,es Spain,,,20.0,18245.0,Tomáš Souček,3-4-3,François Letexier,Match Report,,3.0,2.0,,0,0,Czechia
2,2022-06-09,19:45,UEFA Nations League,League A,Thu,Away,L,0,2,pt Portugal,,,37.0,44100.0,Tomáš Souček,3-4-3,Matej Jug,Match Report,,8.0,1.0,,0,0,Czechia
3,2022-06-12,20:45,UEFA Nations League,League A,Sun,Away,L,0,2,es Spain,,,24.0,30389.0,Tomáš Souček,3-4-3,Cüneyt Çakιr,Match Report,,7.0,2.0,,0,0,Czechia
4,2022-09-24,20:45,UEFA Nations League,League A,Sat,Home,L,0,4,pt Portugal,,,44.0,19322.0,Tomáš Souček,3-4-3,Srđan Jovanović,Match Report,,11.0,2.0,,0,1,Czechia
5,2022-09-27,20:45,UEFA Nations League,League A,Tue,Away,L,1,2,ch Switzerland,,,47.0,13353.0,Tomáš Souček,4-2-3-1,Irfan Peljto,Match Report,,12.0,4.0,,0,1,Czechia
0,2021-03-24,21:45,WCQ,First round,Wed,Away,W,6,2,ee Estonia,,,76.0,,Vladimír Darida,4-2-3-1,Anastasios Papapetrou,Match Report,,20.0,8.0,,0,0,Czechia
